County,State,Republic,Democrate,Win
Lamar County,MS,0.739,0.243,R
Lamar County,GA,0.7,0.289,R
Lamar County,AL,0.858,0.136,R
Lamar County,TX,0.783,0.207,R
Lamb County,TX,0.799,0.19,R
Lamoine County,ME,0.476,0.509,D
Lampasas County,TX,0.778,0.206,R
Lancaster County,MA,0.409,0.561,D
Lancaster County,NH,0.504,0.471,R
Lancaster County,VA,0.518,0.472,R
Lancaster County,PA,0.57,0.411,R
Lancaster County,NE,0.449,0.528,D
Lancaster County,SC,0.608,0.38,R
Landaff County,NH,0.544,0.442,R
Lander County,NV,0.795,0.181,R
Lane County,KS,0.852,0.128,R
Lane County,OR,0.362,0.604,D
Lanesborough County,MA,0.32,0.654,D
Langdon County,NH,0.483,0.5,R
Langlade County,WI,0.657,0.332,R
Lanier County,GA,0.702,0.285,R
Lapeer County,MI,0.674,0.311,R
Laramie County,WY,0.62,0.338,R
Larimer County,CO,0.408,0.562,D
Larue County,KY,0.779,0.206,R
Las Animas County,CO,0.539,0.439,R
Lassen County,CA,0.747,0.235,R
Latah County,ID,0.461,0.497,R
Latimer County,OK,0.809,0.179,R
Lauderdale County,AL,0.715,0.269,R
Lauderdale County,MS,0.578,0.411,R
Lauderdale County,TN,0.633,0.356,R
Laurel County,KY,0.827,0.159,R
Laurens County,GA,0.638,0.355,R
Laurens County,SC,0.656,0.333,R
Lavaca County,TX,0.863,0.131,R
Lawrence County,MA,0.251,0.733,D
Lawrence County,OH,0.72,0.268,R
Lawrence County,SD,0.633,0.328,R
Lawrence County,PA,0.643,0.346,R
Lawrence County,TN,0.819,0.171,R
Lawrence County,MO,0.804,0.179,R
Lawrence County,KY,0.81,0.178,R
Lawrence County,IN,0.74,0.235,R
Lawrence County,IL,0.76,0.222,R
Lawrence County,AR,0.78,0.184,R
Lawrence County,AL,0.769,0.222,R
Lawrence County,MS,0.648,0.341,R
Le Flore County,OK,0.809,0.175,R
Le Sueur County,MN,0.642,0.338,R
Lea County,NM,0.79,0.194,R
Leake County,MS,0.592,0.399,R
Leavenworth County,KS,0.592,0.381,R
Lebanon County,ME,0.617,0.349,R
Lebanon County,NH,0.246,0.742,D
Lebanon County,PA,0.653,0.334,R
Lebanon County,CT,0.511,0.462,R
Ledyard County,CT,0.435,0.538,D
Lee County,NC,0.568,0.419,R
Lee County,MS,0.671,0.312,R
Lee County,SC,0.357,0.632,D
Lee County,IL,0.586,0.389,R
Lee County,IA,0.584,0.391,R
Lee County,GA,0.718,0.273,R
Lee County,TX,0.774,0.216,R
Lee County,VA,0.842,0.15,R
Lee County,FL,0.592,0.4,R
Lee County,AL,0.592,0.389,R
Lee County,KY,0.812,0.173,R
Lee County,AR,0.452,0.5,R
Lee County,ME,0.689,0.276,R
Lee County,MA,0.282,0.693,D
Lee County,NH,0.326,0.658,D
Leeds County,ME,0.601,0.371,R
Leelanau County,MI,0.468,0.519,D
Leflore County,MS,0.321,0.666,D
Lehigh County,PA,0.456,0.532,D
Leicester County,MA,0.491,0.483,R
Leicester County,VT,0.424,0.546,D
Lemhi County,ID,0.758,0.218,R
Lemington County,VT,0.469,0.51,D
Lempster County,NH,0.606,0.377,R
Lenawee County,MI,0.59,0.391,R
Lenoir County,NC,0.515,0.479,R
Lenox County,MA,0.178,0.808,D
Leominster County,MA,0.4,0.572,D
Leon County,FL,0.353,0.635,D
Leon County,TX,0.867,0.124,R
Leslie County,KY,0.897,0.093,R
Letcher County,KY,0.791,0.197,R
Levant County,ME,0.685,0.284,R
Leverett County,MA,0.117,0.86,D
Levy County,FL,0.722,0.268,R
Lewis County,TN,0.798,0.191,R
Lewis County,ID,0.796,0.187,R
Lewis County,MO,0.769,0.214,R
Lewis County,KY,0.848,0.14,R
Lewis County,NY,0.729,0.254,R
Lewis County,WA,0.652,0.322,R
Lewis County,WV,0.775,0.206,R
Lewis and Clark County,MT,0.504,0.465,R
Lewiston County,ME,0.416,0.553,D
Lexington County,SC,0.642,0.341,R
Lexington County,MA,0.166,0.813,D
Lexington city County,VA,0.33,0.653,D
Leyden County,MA,0.309,0.657,D
Liberty County,ME,0.521,0.448,R
Liberty County,GA,0.373,0.612,D
Liberty County,TX,0.794,0.197,R
Liberty County,FL,0.799,0.195,R
Liberty County,MT,0.758,0.23,R
Licking County,OH,0.631,0.352,R
Limerick County,ME,0.513,0.44,R
Limestone County,AL,0.704,0.277,R
Limestone County,ME,0.553,0.425,R
Limestone County,TX,0.746,0.243,R
Limington County,ME,0.591,0.372,R
Lincoln County,MT,0.736,0.243,R
Lincoln County,ME,0.664,0.313,R
Lincoln County,WY,0.826,0.144,R
Lincoln County,MS,0.709,0.279,R
Lincoln County,NC,0.726,0.264,R
Lincoln County,KY,0.778,0.207,R
Lincoln County,NM,0.674,0.31,R
Lincoln County,NV,0.843,0.138,R
Lincoln County,OK,0.807,0.175,R
Lincoln County,OR,0.405,0.567,D
Lincoln County,VT,0.22,0.754,D
Lincoln County,NE,0.764,0.216,R
Lincoln County,KS,0.811,0.169,R
Lincoln County,MN,0.681,0.301,R
Lincoln County,GA,0.684,0.309,R
Lincoln County,CO,0.805,0.178,R
Lincoln County,AR,0.704,0.266,R
Lincoln County,SD,0.606,0.37,R
Lincoln County,ID,0.757,0.213,R
Lincoln County,MO,0.753,0.227,R
Lincoln County,WV,0.768,0.219,R
Lincoln County,MA,0.16,0.817,D
Lincoln County,LA,0.587,0.392,R
Lincoln County,NH,0.43,0.556,D
Lincoln County,RI,0.459,0.526,D
Lincoln County,WA,0.737,0.245,R
Lincoln County,WI,0.607,0.38,R
Lincoln County,TN,0.787,0.187,R
Lincolnville County,ME,0.332,0.641,D
Linn County,MO,0.762,0.224,R
Linn County,OR,0.6,0.364,R
Linn County,KS,0.804,0.176,R
Linn County,IA,0.419,0.556,D
Linneus County,ME,0.809,0.183,R
Lipscomb County,TX,0.89,0.097,R
Lisbon County,CT,0.535,0.441,R
Lisbon County,NH,0.541,0.443,R
Lisbon County,ME,0.539,0.413,R
Litchfield County,CT,0.478,0.5,R
Litchfield County,ME,0.579,0.39,R
Litchfield County,NH,0.522,0.462,R
Little Compton County,RI,0.378,0.605,D
Little River County,AR,0.717,0.237,R
Littleton County,ME,0.718,0.266,R
Littleton County,MA,0.298,0.675,D
Littleton County,NH,0.484,0.5,R
Live Oak County,TX,0.831,0.162,R
Livermore County,ME,0.577,0.423,R
Livermore Falls County,ME,0.581,0.388,R
Livingston County,KY,0.802,0.188,R
Livingston County,MI,0.605,0.379,R
Livingston County,IL,0.712,0.268,R
Livingston County,MO,0.78,0.209,R
Livingston County,NY,0.629,0.347,R
Livingston County,LA,0.841,0.142,R
Llano County,TX,0.753,0.239,R
Logan County,CO,0.767,0.211,R
Logan County,AR,0.783,0.188,R
Logan County,WV,0.809,0.179,R
Logan County,OK,0.723,0.253,R
Logan County,OH,0.767,0.217,R
Logan County,ND,0.864,0.119,R
Logan County,KY,0.734,0.251,R
Logan County,KS,0.857,0.129,R
Logan County,IL,0.689,0.287,R
Logan County,NE,0.904,0.084,R
Londonderry County,NH,0.498,0.487,R
Londonderry County,VT,0.31,0.665,D
Long County,GA,0.624,0.359,R
Long Island County,ME,0.277,0.696,D
Longmeadow County,MA,0.335,0.644,D
Lonoke County,AR,0.746,0.218,R
Lorain County,OH,0.505,0.479,R
Los Alamos County,NM,0.348,0.614,D
Los Angeles County,CA,0.267,0.712,D
Loudon County,TN,0.738,0.236,R
Loudon County,NH,0.578,0.4,R
Loudoun County,VA,0.367,0.619,D
Louisa County,VA,0.608,0.378,R
Louisa County,IA,0.657,0.324,R
Loup County,NE,0.815,0.165,R
Love County,OK,0.811,0.174,R
Lovell County,ME,0.461,0.521,D
Loving County,TX,0.909,0.061,R
Lowell County,MA,0.323,0.655,D
Lowell County,ME,0.757,0.22,R
Lowell County,VT,0.561,0.413,R
Lowndes County,AL,0.269,0.727,D
Lowndes County,MS,0.508,0.478,R
Lowndes County,GA,0.554,0.434,R
Lubbock County,TX,0.654,0.331,R
Lubec County,ME,0.46,0.518,D
Lucas County,IA,0.71,0.277,R
Lucas County,OH,0.409,0.575,D
Luce County,MI,0.68,0.272,R
Ludlow County,MA,0.501,0.48,R
Ludlow County,VT,0.382,0.58,D
Lumpkin County,GA,0.783,0.201,R
Luna County,NM,0.544,0.44,R
Lunenburg County,VA,0.594,0.4,R
Lunenburg County,MA,0.411,0.558,D
Lunenburg County,VT,0.578,0.384,R
Luzerne County,PA,0.568,0.422,R
Lycoming County,PA,0.7,0.286,R
Lyman County,NH,0.54,0.452,R
Lyman County,ME,0.522,0.447,R
Lyman County,SD,0.652,0.329,R
Lyme County,CT,0.325,0.657,D
Lyme County,NH,0.167,0.823,D
Lynchburg city County,VA,0.475,0.501,D
Lyndeborough County,NH,0.475,0.496,R
Lyndon County,VT,0.465,0.494,R
Lynn County,MA,0.291,0.69,D
Lynn County,TX,0.808,0.187,R
Lynnfield County,MA,0.477,0.503,D
Lyon County,KS,0.542,0.432,R
Lyon County,KY,0.733,0.258,R
Lyon County,MN,0.619,0.359,R
Lyon County,NV,0.691,0.281,R
Lyon County,IA,0.833,0.156,R
Machias County,ME,0.516,0.442,R
Machiasport County,ME,0.595,0.382,R
Mackinac County,MI,0.614,0.375,R
Macomb County,MI,0.533,0.454,R
Macon County,MO,0.775,0.212,R
Macon County,AL,0.177,0.815,D
Macon County,NC,0.687,0.302,R
Macon County,IL,0.58,0.401,R
Macon County,TN,0.853,0.138,R
Macon County,GA,0.382,0.613,D
Macoupin County,IL,0.671,0.306,R
Macwahoc Plt. County,ME,0.698,0.279,R
Madawaska County,ME,0.445,0.541,D
Madbury County,NH,0.346,0.628,D
Madera County,CA,0.547,0.431,R
Madison County,KY,0.623,0.355,R
Madison County,LA,0.413,0.568,D
Madison County,AL,0.528,0.448,R
Madison County,NY,0.598,0.376,R
Madison County,NE,0.758,0.22,R
Madison County,TX,0.787,0.205,R
Madison County,NC,0.61,0.375,R
Madison County,VA,0.652,0.332,R
Madison County,IN,0.603,0.377,R
Madison County,OH,0.696,0.288,R
Madison County,MS,0.571,0.413,R
Madison County,TN,0.558,0.427,R
Madison County,ME,0.592,0.39,R
Madison County,FL,0.594,0.399,R
Madison County,GA,0.758,0.228,R
Madison County,MO,0.808,0.179,R
Madison County,NH,0.446,0.544,D
Madison County,IA,0.664,0.32,R
Madison County,IL,0.555,0.419,R
Madison County,MT,0.685,0.29,R
Madison County,AR,0.77,0.213,R
Madison County,CT,0.373,0.613,D
Madison County,ID,0.792,0.156,R
Magoffin County,KY,0.766,0.223,R
Mahaska County,IA,0.729,0.254,R
Mahnomen County,MN,0.496,0.483,R
Mahoning County,OH,0.503,0.483,R
Maidstone County,VT,0.51,0.462,R
Major County,OK,0.89,0.092,R
Malden County,MA,0.238,0.743,D
Malheur County,OR,0.695,0.275,R
Manassas Park city County,VA,0.34,0.645,D
Manassas city County,VA,0.37,0.613,D
Manatee County,FL,0.576,0.416,R
Manchester County,NH,0.421,0.56,D
Manchester County,ME,0.479,0.492,R
Manchester County,VT,0.262,0.711,D
Manchester County,CT,0.3,0.683,D
Manchester County,MA,0.271,0.712,D
Manistee County,MI,0.568,0.417,R
Manitowoc County,WI,0.607,0.375,R
Mansfield County,CT,0.228,0.749,D
Mansfield County,MA,0.354,0.621,D
Mapleton County,ME,0.626,0.35,R
Marathon County,WI,0.581,0.401,R
Marblehead County,MA,0.266,0.712,D
Marengo County,AL,0.49,0.503,D
Maricopa County,AZ,0.482,0.503,D
Maries County,MO,0.815,0.171,R
Marin County,CA,0.156,0.826,D
Marinette County,WI,0.666,0.321,R
Marion County,MO,0.741,0.239,R
Marion County,KS,0.733,0.245,R
Marion County,AL,0.884,0.106,R
Marion County,FL,0.625,0.366,R
Marion County,GA,0.628,0.362,R
Marion County,IA,0.659,0.321,R
Marion County,IL,0.728,0.255,R
Marion County,MA,0.337,0.641,D
Marion County,AR,0.771,0.204,R
Marion County,WV,0.632,0.345,R
Marion County,TX,0.714,0.275,R
Marion County,TN,0.748,0.24,R
Marion County,SC,0.388,0.603,D
Marion County,OR,0.478,0.488,R
Marion County,MS,0.686,0.302,R
Marion County,OH,0.683,0.298,R
Marion County,KY,0.685,0.305,R
Marion County,IN,0.343,0.633,D
Mariposa County,CA,0.579,0.398,R
Marlboro County,SC,0.441,0.55,D
Marlboro County,VT,0.146,0.817,D
Marlborough County,CT,0.458,0.522,D
Marlborough County,NH,0.346,0.633,D
Marlborough County,MA,0.305,0.645,D
Marlow County,NH,0.417,0.558,D
Marquette County,MI,0.435,0.546,D
Marquette County,WI,0.631,0.357,R
Mars Hill County,ME,0.689,0.299,R
Marshall County,OK,0.807,0.181,R
Marshall County,IN,0.695,0.287,R
Marshall County,WV,0.742,0.245,R
Marshall County,TN,0.742,0.242,R
Marshall County,MS,0.505,0.481,R
Marshall County,SD,0.591,0.394,R
Marshall County,KY,0.755,0.231,R
Marshall County,KS,0.729,0.247,R
Marshall County,AL,0.838,0.149,R
Marshall County,IL,0.662,0.316,R
Marshall County,IA,0.528,0.451,R
Marshall County,MN,0.729,0.254,R
Marshfield County,VT,0.348,0.607,D
Marshfield County,MA,0.428,0.55,D
Marshfield County,ME,0.658,0.323,R
Martin County,KY,0.89,0.103,R
Martin County,MN,0.677,0.299,R
Martin County,NC,0.521,0.471,R
Martin County,TX,0.86,0.133,R
Martin County,IN,0.782,0.196,R
Martin County,FL,0.618,0.373,R
Martinsville city County,VA,0.361,0.627,D
Mashpee County,MA,0.398,0.583,D
Mason County,WV,0.755,0.225,R
Mason County,NH,0.564,0.4,R
Mason County,IL,0.688,0.294,R
Mason County,KY,0.688,0.297,R
Mason County,MI,0.592,0.394,R
Mason County,TX,0.781,0.21,R
Mason County,WA,0.503,0.467,R
Massac County,IL,0.733,0.253,R
Matagorda County,TX,0.717,0.272,R
Mathews County,VA,0.67,0.313,R
Mattapoisett County,MA,0.402,0.579,D
Mattawamkeag County,ME,0.662,0.309,R
Maui County,HI,0.311,0.666,D
Maury County,TN,0.675,0.309,R
Maverick County,TX,0.449,0.543,D
Mayes County,OK,0.767,0.215,R
Maynard County,MA,0.248,0.728,D
McClain County,OK,0.795,0.186,R
McCone County,MT,0.848,0.137,R
McCook County,SD,0.713,0.265,R
McCormick County,SC,0.519,0.472,R
McCracken County,KY,0.651,0.334,R
McCreary County,KY,0.88,0.113,R
McCulloch County,TX,0.845,0.143,R
McCurtain County,OK,0.827,0.162,R
McDonald County,MO,0.825,0.159,R
McDonough County,IL,0.57,0.405,R
McDowell County,NC,0.736,0.254,R
McDowell County,WV,0.789,0.204,R
McDuffie County,GA,0.59,0.399,R
McHenry County,ND,0.787,0.188,R
McHenry County,IL,0.501,0.474,R
McIntosh County,GA,0.6,0.39,R
McIntosh County,ND,0.792,0.179,R
McIntosh County,OK,0.74,0.244,R
McKean County,PA,0.724,0.261,R
McKenzie County,ND,0.827,0.15,R
McKinley County,NM,0.295,0.68,D
McLean County,KY,0.76,0.225,R
McLean County,IL,0.464,0.502,D
McLean County,ND,0.758,0.222,R
McLennan County,TX,0.609,0.374,R
McLeod County,MN,0.67,0.307,R
McMinn County,TN,0.797,0.191,R
McMullen County,TX,0.891,0.103,R
McNairy County,TN,0.806,0.172,R
McPherson County,NE,0.911,0.056,R
McPherson County,SD,0.812,0.168,R
McPherson County,KS,0.69,0.287,R
Meade County,KY,0.722,0.257,R
Meade County,SD,0.722,0.24,R
Meade County,KS,0.835,0.144,R
Meagher County,MT,0.75,0.232,R
Mechanic Falls County,ME,0.578,0.38,R
Mecklenburg County,NC,0.316,0.667,D
Mecklenburg County,VA,0.572,0.42,R
Mecosta County,MI,0.629,0.35,R
Medfield County,MA,0.289,0.69,D
Medford County,ME,0.683,0.28,R
Medford County,MA,0.242,0.741,D
Medina County,OH,0.608,0.377,R
Medina County,TX,0.691,0.298,R
Medway County,MA,0.354,0.608,D
Meeker County,MN,0.693,0.287,R
Meigs County,TN,0.807,0.182,R
Meigs County,OH,0.758,0.228,R
Mellette County,SD,0.584,0.388,R
Melrose County,MA,0.254,0.725,D
Menard County,TX,0.801,0.192,R
Menard County,IL,0.685,0.291,R
Mendocino County,CA,0.251,0.727,D
Mendon County,MA,0.451,0.521,D
Mendon County,VT,0.403,0.571,D
Menifee County,KY,0.745,0.242,R
Menominee County,MI,0.643,0.342,R
Menominee County,WI,0.175,0.819,D
Merced County,CA,0.433,0.544,D
Mercer County,KY,0.725,0.258,R
Mercer County,IL,0.609,0.367,R
Mercer County,WV,0.765,0.221,R
Mercer County,PA,0.625,0.362,R
Mercer County,ND,0.825,0.151,R
Mercer County,NJ,0.29,0.692,D
Mercer County,MO,0.866,0.125,R
Mercer County,OH,0.817,0.17,R
Meredith County,NH,0.501,0.485,R
Meriden County,CT,0.394,0.591,D
Meriwether County,GA,0.6,0.394,R
Merrick County,NE,0.798,0.173,R
Merrill County,ME,0.669,0.316,R
Merrimac County,MA,0.391,0.583,D
Merrimack County,NH,0.459,0.523,D
Mesa County,CO,0.625,0.353,R
Metcalfe County,KY,0.789,0.194,R
Methuen County,MA,0.429,0.553,D
Mexico County,ME,0.532,0.437,R
Miami County,IN,0.754,0.223,R
Miami County,OH,0.711,0.271,R
Miami County,KS,0.687,0.291,R
Miami-Dade County,FL,0.46,0.533,D
Middleborough County,MA,0.519,0.455,R
Middlebury County,VT,0.169,0.802,D
Middlebury County,CT,0.54,0.445,R
Middlefield County,CT,0.475,0.505,D
Middlefield County,MA,0.371,0.596,D
Middlesex County,VT,0.185,0.782,D
Middlesex County,NJ,0.368,0.62,D
Middlesex County,VA,0.62,0.368,R
Middleton County,NH,0.617,0.363,R
Middleton County,MA,0.509,0.471,R
Middletown County,RI,0.337,0.646,D
Middletown County,CT,0.324,0.66,D
Middletown Springs County,VT,0.41,0.561,D
Midland County,TX,0.774,0.209,R
Midland County,MI,0.563,0.417,R
Mifflin County,PA,0.775,0.214,R
Milam County,TX,0.755,0.235,R
Milan County,NH,0.55,0.435,R
Milbridge County,ME,0.535,0.446,R
Milford County,CT,0.437,0.55,D
Milford County,MA,0.38,0.596,D
Milford County,NH,0.46,0.518,D
Milford County,ME,0.498,0.465,R
Millard County,UT,0.876,0.103,R
Millbury County,MA,0.459,0.513,D
Mille Lacs County,MN,0.679,0.3,R
Miller County,GA,0.729,0.264,R
Miller County,MO,0.822,0.165,R
Miller County,AR,0.721,0.257,R
Millinocket County,ME,0.547,0.438,R
Millis County,MA,0.355,0.62,D
Mills County,IA,0.676,0.303,R
Mills County,TX,0.885,0.108,R
Millsfield County,NH,0.762,0.238,R
Millville County,MA,0.53,0.446,R
Milo County,ME,0.634,0.333,R
Milton County,MA,0.253,0.728,D
Milton County,NH,0.581,0.4,R
Milton County,VT,0.424,0.54,D
Milwaukee County,WI,0.293,0.691,D
Miner County,SD,0.692,0.281,R
Mineral County,MT,0.714,0.268,R
Mineral County,WV,0.78,0.207,R
Mineral County,CO,0.564,0.42,R
Mineral County,NV,0.616,0.348,R
Mingo County,WV,0.853,0.139,R
Minidoka County,ID,0.784,0.194,R
Minnehaha County,SD,0.533,0.438,R
Minot County,ME,0.581,0.378,R
Missaukee County,MI,0.759,0.225,R
Mississippi County,MO,0.744,0.248,R
Mississippi County,AR,0.591,0.37,R
Missoula County,MT,0.366,0.602,D
Mitchell County,IA,0.632,0.353,R
Mitchell County,KS,0.808,0.18,R
Mitchell County,NC,0.786,0.207,R
Mitchell County,TX,0.841,0.154,R
Mitchell County,GA,0.551,0.446,R
Mobile County,AL,0.553,0.433,R
Modoc County,CA,0.703,0.279,R
Moffat County,CO,0.808,0.17,R
Mohave County,AZ,0.75,0.237,R
Monhegan Plt. County,ME,0.113,0.823,D
Moniteau County,MO,0.803,0.183,R
Monkton County,VT,0.282,0.684,D
Monmouth County,ME,0.542,0.419,R
Monmouth County,NJ,0.507,0.479,R
Mono County,CA,0.373,0.596,D
Monona County,IA,0.689,0.298,R
Monongalia County,WV,0.494,0.482,R
Monroe County,AR,0.549,0.407,R
Monroe County,IL,0.668,0.309,R
Monroe County,AL,0.577,0.417,R
Monroe County,IN,0.35,0.632,D
Monroe County,FL,0.534,0.454,R
Monroe County,ME,0.442,0.512,D
Monroe County,IA,0.728,0.264,R
Monroe County,NH,0.568,0.417,R
Monroe County,CT,0.499,0.486,R
Monroe County,WV,0.781,0.207,R
Monroe County,GA,0.709,0.281,R
Monroe County,TN,0.807,0.181,R
Monroe County,PA,0.463,0.525,D
Monroe County,OH,0.763,0.226,R
Monroe County,NY,0.445,0.53,D
Monroe County,MS,0.669,0.316,R
Monroe County,MO,0.776,0.208,R
Monroe County,MI,0.605,0.378,R
Monroe County,KY,0.868,0.123,R
Monroe County,WI,0.61,0.374,R
Monson County,MA,0.501,0.473,R
Monson County,ME,0.608,0.364,R
Mont Vernon County,NH,0.411,0.569,D
Montague County,TX,0.878,0.112,R
Montague County,MA,0.249,0.718,D
Montcalm County,MI,0.68,0.302,R
Monterey County,MA,0.173,0.814,D
Monterey County,CA,0.278,0.7,D
Montezuma County,CO,0.601,0.376,R
Montgomery County,GA,0.746,0.247,R
Montgomery County,KS,0.741,0.239,R
Montgomery County,VT,0.367,0.592,D
Montgomery County,AL,0.336,0.651,D
Montgomery County,AR,0.787,0.188,R
Montgomery County,IA,0.688,0.298,R
Montgomery County,IL,0.694,0.284,R
Montgomery County,IN,0.736,0.245,R
Montgomery County,KY,0.701,0.283,R
Montgomery County,MS,0.576,0.419,R
Montgomery County,VA,0.461,0.518,D
Montgomery County,MO,0.772,0.209,R
Montgomery County,NC,0.654,0.337,R
Montgomery County,NY,0.653,0.326,R
Montgomery County,OH,0.482,0.503,D
Montgomery County,MD,0.199,0.786,D
Montgomery County,TN,0.55,0.423,R
Montgomery County,PA,0.365,0.625,D
Montgomery County,TX,0.713,0.274,R
Monticello County,ME,0.772,0.221,R
Montmorency County,MI,0.711,0.278,R
Montour County,PA,0.595,0.384,R
Montpelier County,VT,0.09,0.883,D
Montrose County,CO,0.673,0.309,R
Montville County,ME,0.404,0.526,D
Montville County,CT,0.478,0.497,R
Moody County,SD,0.609,0.368,R
Moore County,NC,0.631,0.356,R
Moore County,TN,0.816,0.162,R
Moore County,TX,0.792,0.192,R
Mora County,NM,0.336,0.65,D
Morehouse County,LA,0.562,0.427,R
Moretown County,VT,0.189,0.779,D
Morgan County,VT,0.544,0.429,R
Morgan County,MO,0.784,0.203,R
Morgan County,WV,0.752,0.23,R
Morgan County,UT,0.793,0.169,R
Morgan County,TN,0.843,0.141,R
Morgan County,OH,0.734,0.253,R
Morgan County,IN,0.76,0.215,R
Morgan County,IL,0.65,0.33,R
Morgan County,GA,0.703,0.287,R
Morgan County,CO,0.701,0.279,R
Morgan County,AL,0.739,0.246,R
Morgan County,KY,0.776,0.212,R
Morrill County,ME,0.581,0.396,R
Morrill County,NE,0.826,0.151,R
Morris County,KS,0.732,0.253,R
Morris County,CT,0.56,0.418,R
Morris County,NJ,0.444,0.54,D
Morris County,TX,0.692,0.3,R
Morrison County,MN,0.759,0.224,R
Morristown County,VT,0.26,0.703,D
Morrow County,OR,0.703,0.266,R
Morrow County,OH,0.762,0.22,R
Morton County,KS,0.863,0.126,R
Morton County,ND,0.737,0.233,R
Moscow County,ME,0.708,0.27,R
Motley County,TX,0.926,0.071,R
Moultonborough County,NH,0.545,0.438,R
Moultrie County,IL,0.737,0.246,R
Mount Chase County,ME,0.664,0.32,R
Mount Desert County,ME,0.256,0.716,D
Mount Holly County,VT,0.442,0.532,D
Mount Tabor County,VT,0.479,0.47,R
Mount Washington County,MA,0.131,0.828,D
Mountrail County,ND,0.677,0.302,R
Mower County,MN,0.518,0.463,R
Muhlenberg County,KY,0.738,0.249,R
Multnomah County,OR,0.179,0.793,D
Murray County,GA,0.841,0.15,R
Murray County,OK,0.782,0.196,R
Murray County,MN,0.689,0.297,R
Muscatine County,IA,0.525,0.454,R
Muscogee County,GA,0.373,0.615,D
Muskegon County,MI,0.486,0.496,R
Muskingum County,OH,0.689,0.296,R
Muskogee County,OK,0.659,0.32,R
Musselshell County,MT,0.841,0.143,R
Nacogdoches County,TX,0.649,0.336,R
Nahant County,MA,0.337,0.642,D
Nance County,NE,0.786,0.196,R
Nantucket County,MA,0.262,0.717,D
Napa County,CA,0.286,0.692,D
Naples County,ME,0.557,0.416,R
Narragansett County,RI,0.396,0.595,D
Nash County,NC,0.495,0.496,R
Nashua County,NH,0.393,0.591,D
Nashville Plt. County,ME,0.696,0.304,R
Nassau County,FL,0.723,0.264,R
Nassau County,NY,0.501,0.489,R
Natchitoches County,LA,0.565,0.417,R
Natick County,MA,0.229,0.747,D
Natrona County,WY,0.718,0.242,R
Naugatuck County,CT,0.519,0.465,R
Navajo County,AZ,0.534,0.452,R
Navarro County,TX,0.722,0.267,R
Needham County,MA,0.203,0.774,D
Nelson County,KY,0.676,0.309,R
Nelson County,ND,0.642,0.33,R
Nelson County,VA,0.514,0.461,R
Nelson County,NH,0.364,0.61,D
Nemaha County,KS,0.82,0.164,R
Nemaha County,NE,0.709,0.269,R
Neosho County,KS,0.723,0.261,R
Neshoba County,MS,0.71,0.278,R
Ness County,KS,0.884,0.099,R
Nevada County,CA,0.407,0.57,D
Nevada County,AR,0.635,0.32,R
New Bedford County,MA,0.373,0.608,D
New Boston County,NH,0.518,0.464,R
New Braintree County,MA,0.503,0.478,R
New Britain County,CT,0.321,0.666,D
New Canaan County,CT,0.393,0.59,D
New Canada County,ME,0.585,0.384,R
New Castle County,NH,0.311,0.685,D
New Castle County,DE,0.307,0.678,D
New Durham County,NH,0.594,0.389,R
New Fairfield County,CT,0.507,0.479,R
New Gloucester County,ME,0.488,0.478,R
New Hampton County,NH,0.526,0.453,R
New Hanover County,NC,0.483,0.502,D
New Hartford County,CT,0.52,0.456,R
New Haven County,VT,0.338,0.625,D
New Haven County,CT,0.146,0.844,D
New Ipswich County,NH,0.672,0.308,R
New Kent County,VA,0.668,0.32,R
New Limerick County,ME,0.676,0.307,R
New London County,NH,0.332,0.652,D
New London County,CT,0.224,0.758,D
New Madrid County,MO,0.752,0.241,R
New Marlborough County,MA,0.276,0.707,D
New Milford County,CT,0.476,0.509,D
New Salem County,MA,0.349,0.616,D
New Sharon County,ME,0.552,0.409,R
New Shoreham County,RI,0.206,0.789,D
New Sweden County,ME,0.553,0.425,R
New Vineyard County,ME,0.633,0.333,R
New York County,NY,0.145,0.845,D
Newark County,VT,0.46,0.488,R
Newaygo County,MI,0.694,0.29,R
Newberry County,SC,0.614,0.373,R
Newburgh County,ME,0.603,0.368,R
Newbury County,VT,0.404,0.562,D
Newbury County,MA,0.348,0.62,D
Newbury County,NH,0.436,0.543,D
Newburyport County,MA,0.256,0.719,D
Newcastle County,ME,0.293,0.67,D
Newfane County,VT,0.228,0.736,D
Newfield County,ME,0.597,0.376,R
Newfields County,NH,0.408,0.573,D
Newington County,CT,0.408,0.578,D
Newington County,NH,0.509,0.476,R
Newmarket County,NH,0.321,0.658,D
Newport County,VT,0.411,0.561,D
Newport County,RI,0.25,0.739,D
Newport County,NH,0.565,0.415,R
Newport News city County,VA,0.325,0.654,D
Newport Town County,VT,0.535,0.439,R
Newry County,ME,0.402,0.551,D
Newton County,MS,0.696,0.293,R
Newton County,IN,0.75,0.229,R
Newton County,TX,0.801,0.193,R
Newton County,MA,0.168,0.812,D
Newton County,GA,0.44,0.549,D
Newton County,AR,0.798,0.177,R
Newton County,MO,0.778,0.204,R
Newton County,NH,0.561,0.427,R
Newtown County,CT,0.421,0.563,D
Nez Perce County,ID,0.655,0.319,R
Niagara County,NY,0.585,0.396,R
Nicholas County,KY,0.709,0.281,R
Nicholas County,WV,0.779,0.209,R
Nicollet County,MN,0.472,0.503,D
Niobrara County,WY,0.855,0.119,R
